Number,Theme,Subtheme,Set name,Pieces,RRP (USD)
10532-1,Duplo,,My First Police Set,39.0,24.99
10546-1,Duplo,,My First Shop,39.0,24.99
10526-1,Duplo,Jake and the Never Land Pirates,Peter Pan's Visit,39.0,29.99
41044-1,Friends,Animals Series 5,Macaw's Fountain,39.0,3.99
850839-1,Pirates,Accessories,Classic Pirate Set,39.0,14.99
41025-1,Friends,Animals Series 3,Puppy's Playhouse,39.0,4.99
10076-1,Bulk Bricks,Technic,Technic Gear Wheels,39.0,12.99
10068-1,Seasonal,Christmas,Santa,39.0,2.5
2223-1,Duplo,,Spooky House,39.0,24.0
4920-1,Rock Raiders,,Rapid Rider,39.0,4.0
4347-1,Creator,3 in 1,Auto Pod,39.0,3.5
3428-1,Sports,Basketball,One vs. One Action,39.0,10.0
3742-1,Trains,9V,Tender,39.0,11.0
7333-1,Explore,Dora the Explorer,Dora and Diego's Animal Adventure,39.0,30.0
8503-1,Technic,Slizer,Scuba,39.0,6.0
846-1,Basic,Supplementaries,"Lighting Set, 9V",39.0,18.0
8657-1,Racers,Tiny Turbos,ATR 4,39.0,4.0
6705-1,Space,Miscellaneous,Space Explorers,39.0,6.0
6528-1,Town,Vehicles,Sand Storm Racer,39.0,3.75
6546-1,Town,Racing,Slick Racer,39.0,4.0
8931-1,Bionicle,Hydruka,Thulox,39.0,5.0
4280-1,Freestyle,,Trial Size ,39.0,3.0
3596-1,Duplo,Bob the Builder,Muck Can Do It,39.0,29.99
4530-1,Marvel Super Heroes,Buildable Figures,The Hulk,39.0,14.99
6217-1,HERO Factory,Breakout,SURGE,39.0,8.99
6229-1,HERO Factory,Breakout,XT4,39.0,8.99
6221-1,HERO Factory,Breakout,NEX,39.0,8.99
40026-1,Creator,Promotional,Statue Of Liberty,39.0,4.99
10515-1,Duplo,Disney Princess,Ariel's Undersea Castle,39.0,29.99
MMMB031-1,Promotional,Monthly Mini Model Build,Fire Place,39.0,0.0
MMMB032-1,Promotional,Monthly Mini Model Build,Christmas Tree,39.0,0.0
5659-1,Duplo,Toy Story,The Great Train Chase,39.0,34.99
MMMB019-1,Promotional,Monthly Mini Model Build,Groundhog,38.0,0.0
6137-1,Duplo,,My First LEGO® DUPLO® Supermarket,38.0,19.99
10517-1,Duplo,,My First Garden,38.0,12.99
30057-1,Star Wars,Episode I,Anakin's Podracer,38.0,4.99
4528-1,DC Comics Super Heroes,Buildable Figures,Green Lantern,38.0,14.99
6966-1,Star Wars,Episode III,Mini Jedi Starfighter,38.0,4.99
8705-1,Castle,Knights' Kingdom II,Dracus,38.0,9.99
6234-1,Pirates,,Renegade's Raft,38.0,3.25
6316-1,Town,Accessories,Flags and Fences,38.0,4.0
6511-1,Town,Fire,Rescue Runabout,38.0,7.0
5386-1,Service Packs,,Antenna and Control Sticks,38.0,3.0
5838-1,Belville,,The Wicked Madam Frost,38.0,10.0
5804-1,Belville,Fairy-Tale,Witch's Cottage,38.0,10.0
5149-1,Service Packs,,Doors and Windows,38.0,5.0
4817-1,Castle,Knights' Kingdom I,Dungeon,38.0,5.0
4583-1,Racers,Drome Racers,Maverick Storm,38.0,4.0
4606-1,Jack Stone,,Aqua Res-Q Transport,38.0,13.0
2314-1,Duplo,,Building Set,38.0,14.5
2814-1,Duplo,,Building Team,38.0,30.0
2827-1,Duplo,Little Forest Friends,"Read, Listen and Play Box",38.0,25.0
1192-1,Primo,,Stack N' Learn Gift Box,38.0,20.0
60041-1,City,Police,Crook Pursuit,38.0,6.99
10594-1,Duplo,Sofia the First,Sofia's Royal Stable,38.0,24.99
71221-1,Dimensions,Fun Pack,Wicked Witch Fun Pack,38.0,14.99
71227-1,Dimensions,Fun Pack,Krusty Fun Pack,38.0,14.99
10602-1,Duplo,,Camping,38.0,29.99
10876-1,Duplo,Marvel Super Hero Adventures,Spider-Man & Hulk Adventures,38.0,29.99
10902-1,Duplo,,Police Station,38.0,29.99
853775-1,Friends,Miscellaneous,Andrea's DJ Pod,38.0,8.99
10997-1,Duplo,Mickey and Friends,Camping Adventure,37.0,49.99
41943-1,Dots,Bracelets,Gamer Bracelet with Charms,37.0,5.99
10962-1,Duplo,Lightyear,Buzz Lightyear's Planetary Mission,37.0,29.99
41953-1,Dots,Bracelets,Rainbow Bracelet with Charms,37.0,5.99
41802-1,Dots,Bracelets,Unicorns Forever Bracelet,37.0,5.99
41801-1,Dots,Bracelets,My Pets Bracelet,37.0,5.99
853796-1,Seasonal,Christmas,Penguin Holiday Ornament,37.0,7.99
30366-1,City,Police,Police Car,37.0,4.99
41408-1,Friends,Play Cube Series 2,Mia's Shopping Play Cube,37.0,9.99
10878-1,Duplo,Disney Princess,Rapunzel's Tower,37.0,29.99
60170-1,City,Mountain Police,Off-Road Chase,37.0,6.99
10825-1,Duplo,Miles from Tomorrowland,Miles' Exo-Flex Suit,37.0,24.99
851342-1,Ninjago,Possession,Ninja Army Building Set,37.0,14.99
41045-1,Friends,Animals Series 5,Orangutan's Banana Tree,37.0,3.99
41046-1,Friends,Animals Series 5,Brown Bear's River,37.0,3.99
10539-1,Duplo,Jake and the Never Land Pirates,Beach Racing,37.0,24.99
30116-1,Disney,Tangled,Rapunzel's Market Visit,37.0,3.99
41047-1,Friends,Animals Series 6,Seal's Little Rock,37.0,3.99
40066-1,Promotional,Monthly Mini Model Build,Fisherman,37.0,0.0
40067-1,Promotional,Monthly Mini Model Build,Crab,37.0,0.0
30225-1,City,Coast Guard,Coast Guard Seaplane,37.0,3.99
1596-1,Castle,Wolfpack,Ghostly Hideout,37.0,4.25
10066-1,Bulk Bricks,Castle,Castle Accessories,37.0,5.0
2967-1,Duplo,,Special Tubes,37.0,15.0
4694-1,Duplo,Ferrari,Ferrari F1 Racing Team,37.0,40.0
3424-1,Sports,Football,Target Practice,37.0,7.0
7000-1,Dinosaurs,,Baby Ankylosaurus,37.0,3.0
8507-1,Technic,Slizer,Electro,37.0,6.0
8512-1,Technic,Robo Riders,Onyx,37.0,6.0
8567-1,Bionicle,Toa Nuva,Lewa Nuva,37.0,8.0
836-1,Basic,Supplementaries,Doors and Windows Parts Pack,37.0,4.75
5127-1,Service Packs,,Antennas and Control Sticks,37.0,3.0
5056-1,Service Packs,Space,Space Elements,37.0,4.25
6021-1,Castle,Lion Knights,Jousting Knights,37.0,5.25
6016-1,Castle,Lion Knights,Knights' Arsenal,37.0,4.25
5389-1,Service Packs,Divers,Diving Accessories,37.0,4.5
6512-1,Town,Construction,Landscape Loader,37.0,3.25
6508-1,Town,Boats,Wave Racer,37.0,3.0
6518-1,Town,Coastguard,Baja Buggy,37.0,3.5
6425-1,Town,City,TV Chopper,37.0,4.0
6319-1,Town,Accessories,Trees and Fences,37.0,4.5
6309-1,Town,Accessories,Town Mini-Figures,37.0,6.0
626-2,Town,Classic,Red Cross Helicopter,37.0,5.5
3289-1,Duplo,Bob the Builder,Muck & Roley in the Sunflower Factory,37.0,29.99
8929-1,Bionicle,Matoran,Defilak,37.0,4.99
8930-1,Bionicle,Matoran,Dekar,37.0,4.99
4971-1,Duplo,LEGO Ville,Zoo Vehicles,37.0,24.99
9236-1,Education,Duplo,Garden Set,37.0,26.0
4282-1,Classic,,Trial Classic Bag 5+,37.0,2.0
4239-1,Freestyle,,Trial Size Bag 5+,37.0,2.0
4130-1,Freestyle,,Daft 'n' Dotty,37.0,2.0
2435-1,Duplo,,Western Town,37.0,30.0
852747-1,Pirates,Accessories,Pirates Battle Pack,37.0,14.99
40036-1,Promotional,Monthly Mini Model Build,Cobra,37.0,0.0
9554-1,Ninjago,Booster pack,Zane ZX,37.0,4.99
10513-1,Duplo,Jake and the Never Land Pirates,Never Land Hideout,37.0,24.99
10561-1,Duplo,,Toddler Starter Building Set,37.0,19.99
41022-1,Friends,Animals Series 2,Bunny's Hutch,37.0,4.99
850458-1,Collectable Minifigures,Combi-pack,VIP Top 5 Boxed Minifigures,37.0,12.99
3365-1,City,Space,Space Moon Buggy,37.0,4.99
852922-1,Castle,Kingdoms,Battle Pack,37.0,14.99
30071-1,Toy Story,Toy Story 3,Army Jeep,37.0,3.99
852921-1,Castle,Kingdoms,Battle Pack,36.0,14.99
30042-1,Atlantis,Promotional,Mini Sub,36.0,3.99
9938-1,Dacta,,Conveyor Belt Links,36.0,6.25
6200-2,HERO Factory,Breakout,EVO,36.0,8.99
853346-1,Seasonal,Christmas,Holiday Bauble with Green Bricks,36.0,7.99
852701-1,Castle,Fantasy Era,Troll Warriors Battle Pack,36.0,14.99
4974-1,Duplo,LEGO Ville,Horse Stables,36.0,39.99
6247-1,Pirates,Imperial Guards,Bounty Boat,36.0,4.75
6204-1,Pirates,Accessories,Buccaneers,36.0,6.0
6102-1,Castle,Accessories,Castle Mini-Figures,36.0,5.5
6417-1,Town,Paradisa,Show Jumping Event,36.0,4.0
6463-1,Town,Space Port,Lunar Rover,36.0,4.0
6514-1,Town,Vehicles,Trail Ranger,36.0,3.25
5434-1,Explore,Being Me,LEGO Baby Stack 'n' Learn,36.0,20.0
5823-1,Belville,Fairy-Tale,The Good Fairy's Bedroom,36.0,6.0
5842-1,Belville,,Vanilla's Frosty Sleighride,36.0,17.0
8535-1,Bionicle,Toa Mata,Lewa,36.0,7.0
8505-1,Technic,Slizer,Amazon,36.0,6.0
8572-1,Bionicle,Toa Nuva,Tahu Nuva,36.0,8.0
8644-1,Racers,Tiny Turbos,Street Maniac,36.0,4.0
7072-1,4 Juniors,Pirates,Captain Kragg's Pirate Boat,36.0,13.0
7042-1,World City,Police and Rescue,Dune Patrol,36.0,4.0
7246-1,City,Construction,Mini Digger,36.0,3.99
4750-1,Harry Potter,Prisoner of Azkaban,Draco's Encounter with Buckbeak,36.0,8.0
4348-1,Creator,3 in 1,Aero Pod,36.0,3.5
10047-1,Bulk Bricks,,Arch,36.0,5.99
1627-1,Basic,Seasonal,Santa,36.0,1.3
30270-1,Teenage Mutant Ninja Turtles,TV Series,Kraang's Turtle Target Practice ,36.0,3.99
850632-1,Ninjago,The Final Battle,NINJAGO Battle Pack,36.0,14.99
30227-1,City,Police,Police Watercraft,36.0,4.99
71219-1,Dimensions,Fun Pack,Legolas Fun Pack,36.0,14.99
10816-1,Duplo,,My First Cars and Trucks,36.0,19.99
853544-1,Ninjago,Skybound,NINJAGO Accessory Set,36.0,14.99
854048-1,Xtra,Miscellaneous,Road Tape,36.0,8.99
41403-1,Friends,Play Cube Series 1,Mia's Play Cube,36.0,9.99
10915-1,Duplo,,Alphabet Truck,36.0,24.99
40375-1,Xtra,Accessories,Sports Accessories,36.0,3.99
853866-1,Ninjago,March of the Oni,Oni Battle Pack,36.0,12.99
853958-1,Seasonal,Easter,Chicken Skater Pod,36.0,6.99
30365-1,City,Mars Exploration,Space Satellite,36.0,3.99
853776-1,Friends,Miscellaneous,Emma's Photo Studio Pod,36.0,8.99
40465-1,Xtra,Accessories,Food,36.0,3.99
10939-1,Duplo,Jurassic World,T. rex and Triceratops Dinosaur Breakout,36.0,29.99
10940-1,Duplo,Spidey and His Amazing Friends,Spider-Man Headquarters,36.0,29.99
41942-1,Dots,Bracelets,Into the Deep Bracelets with Charms,36.0,5.99
10421-1,Duplo,,Alphabet Truck,36.0,39.99
30672-1,Minecraft,Minifig-scale,Steve and Baby Panda,35.0,4.99
40464-1,Xtra,Accessories,Chinatown,35.0,3.99
10922-1,Duplo,Disney Princess,Ariel's Undersea Castle,35.0,29.99
234-2,Samsonite,Supplemental,Lettered Bricks,35.0,0.5
237-2,Samsonite,Supplemental,Numbered Bricks,35.0,0.5
853515-1,Nexo Knights,Battle Packs,NEXO KNIGHTS Army-Building Set,35.0,14.99
853556-1,Friends,Adventure Camp,Friends Mini-Doll Campsite Set,35.0,14.99
5003163-1,Education,Technic,Technic Studless Beams,35.0,12.0
41023-1,Friends,Animals Series 3,Fawn's Forest,35.0,4.99
10042-1,Bulk Bricks,Seasonal,U.S. Flag,35.0,3.0
3657-1,Explore,Together,Fire Fighters,35.0,40.0
3144-1,Scala,Dolls,Horse Stable,35.0,17.0
3150-1,Scala,Dolls,Puppy Playground,35.0,8.0
6818-1,Space,UFO,Cyborg Scout,35.0,3.0
8510-1,Technic,Robo Riders,Lava,35.0,6.0
8522-1,Technic,Slizer,Spark,35.0,6.0
8533-1,Bionicle,Toa Mata,Gali,35.0,7.0
5278-1,Service Packs,Technic,Chain Links,35.0,4.0
5138-1,Service Packs,Castle,Castle Accessories,35.0,3.5
5177-1,Service Packs,,Town and Space Tools,35.0,2.75
6010-1,Castle,Lion Knights,Supply Wagon,35.0,3.0
5918-1,Adventurers,Desert,Scorpion Tracker,35.0,4.0
6515-1,Town,Flight,Stunt Copter,35.0,3.25
6529-1,Town,Flight,Ultra Lite I,35.0,4.0
6423-1,Town,City,Mini Tow Truck,35.0,5.0
6326-1,Town,Accessories,Town Folk,35.0,6.0
852271-1,Castle,Fantasy Era,Knights Battle Pack,35.0,14.99
MMMB045-1,Promotional,Monthly Mini Model Build,Nutcracker Toy Soldier,35.0,0.0
30017-1,City,Forest Police,Police Boat,35.0,3.99
30150-1,City,Racing,Racing Car,35.0,4.99
5839-1,Duplo,Cars,World Grand Prix,35.0,39.99
8200-1,Cars,Original Film,Radiator Springs Lightning McQueen,35.0,6.99
30032-1,World Racers,Miscellaneous,World Race Buggy,35.0,3.99
30012-1,City,General,Microlight,34.0,3.99
30013-1,City,Police,Police Buggy,34.0,3.99
5816-1,Duplo,Cars,Mack's Road Trip,34.0,49.99
4641-1,City,Harbor,Speedboat,34.0,4.99
30111-1,Harry Potter,Mini Building Set,The Lab,34.0,3.99
6134-1,Duplo,Cars,Siddeley Saves The Day,34.0,34.99
41020-1,Friends,Animals Series 2,Hedgehog's Hideaway,34.0,4.99
30106-1,Friends,General,Ice Cream Stand,34.0,4.99
5543-1,Duplo,Thomas & Friends,Percy at the Sheds,34.0,19.99
5547-1,Duplo,Thomas & Friends,James Celebrates Sodor Day,34.0,29.99
3301-1,Duplo,Thomas & Friends,Cranky-Loading Crane,34.0,20.0
6516-1,Town,Launch Command,Moon Walker,34.0,3.0
6510-1,Town,Vehicles,Mud Runner,34.0,3.25
6564-1,Town,Maintenance,Recycle Truck,34.0,7.25
5392-1,Service Packs,Western,Western Accessories,34.0,5.0
5383-1,Service Packs,Castle,Castle Accessories,34.0,3.0
5184-1,Service Packs,Castle,Castle Elements,34.0,3.25
5239-1,Service Packs,,34 Cross Axles,34.0,3.25
8506-1,Technic,Slizer,Granite,34.0,6.0
8501-1,Technic,Slizer,Ski,34.0,6.0
8389-1,Racers,Ferrari,M. Schumacher and R. Barrichello,34.0,7.0
6831-1,Space,Space Police,Message Decoder,34.0,3.0
810-1,Basic,Supplementaries,Basic Motor Set,34.0,26.5
820-1,Basic,Supplementaries,Red Plates Parts Pack,34.0,4.75
822-1,Basic,Supplementaries,Blue Plates Parts Pack,34.0,4.75
4616-1,Jack Stone,,Rapid Response Tanker,34.0,7.0
2688-1,Duplo,,Health Centre,34.0,46.0
2940-1,Duplo,Toolo,Fire Truck,34.0,45.0
2795-1,Duplo,,Playhouse Bucket,34.0,22.0
1129-1,Seasonal,Christmas,Santa on Reindeer,34.0,14.0
10050-1,Bulk Bricks,,Grey Fences,34.0,6.0
850617-1,City,Elite Police,Police Accessory Pack,34.0,14.99
850777-1,Legends of Chima,Accessories,Legends of Chima Accessory Set,34.0,12.99
850842-1,Seasonal,Christmas,Fire Truck Holiday Bauble,34.0,7.99
850950-1,Seasonal,Christmas,Christmas Cat Ornament,34.0,7.99
71211-1,Dimensions,Fun Pack,Bart Simpson Fun Pack,34.0,14.99
280_3-1,Samsonite,Supplemental,Assorted Bevelled Bricks,34.0,0.5
10863-1,Duplo,,My First Animal Brick Box,34.0,29.99
41909-1,Dots,Bracelets,Mermaid Vibes Bracelets,34.0,5.99
41910-1,Dots,Bracelets,Ice Cream Besties Bracelets,34.0,5.99
41918-1,Dots,Bracelets,Adventure Bracelets,34.0,5.99
854038-1,Seasonal,Christmas,Christmas Ornament Reindeer,34.0,7.99
10886-1,Duplo,,My First Car Creations,34.0,19.99
40312-1,Xtra,Accessories,Streetlamps,34.0,3.99
853774-1,Friends,Miscellaneous,Olivia's Satellite Pod,34.0,8.99
41923-1,Dots,Bracelets,Monster Bracelets,34.0,5.99
41934-1,Dots,Bracelets,Starlight Bracelets,34.0,5.99
30590-1,City,Farm,Farm Garden & Scarecrow,34.0,4.99
10968-1,Duplo,,Doctor Visit,34.0,19.99
41922-1,Dots,Bracelets,Cool Cactus Bracelet,33.0,4.99
41933-1,Dots,Bracelets,Music Bracelet,33.0,4.99
40500-1,Harry Potter,Accessories,Wizarding World Minifigure Accessory Set,33.0,14.99
81002-1,FORMA,,Splash Koi Skin,33.0,14.99
81003-1,FORMA,,Ink Koi Skin,33.0,14.99
30362-1,City,Sky Police,Sky Police Jetpack,33.0,3.99
41900-1,Dots,Bracelets,Rainbow Bracelet,33.0,4.99
41901-1,Dots,Bracelets,Funky Animals Bracelet,33.0,4.99
41902-1,Dots,Bracelets,Sparkly Unicorn Bracelet,33.0,4.99
41903-1,Dots,Bracelets,Cosmic Wonder Bracelet,33.0,4.99
41912-1,Dots,Bracelets,Love Birds Bracelet,33.0,4.99
30368-1,City,Fire,Fire Rescue Water Scooter,33.0,4.99
41917-1,Dots,Bracelets,Magic Forest Bracelet,33.0,4.99
41919-1,Dots,Bracelets,Power Bracelet,33.0,4.99
10919-1,Duplo,,Batcave,33.0,29.99
41911-1,Dots,Bracelets,Go Team! Bracelet,33.0,4.99
220-2,Samsonite,Supplemental,2 X 2 Bricks,33.0,0.5
224-2,Samsonite,Supplemental,Bricks Curved,33.0,0.5
30205-1,Friends,Pop Star,Pop Star Red Carpet,33.0,4.99
71241-1,Dimensions,Fun Pack,Slimer Fun Pack,33.0,11.99
30112-1,Friends,General,Emma's Flower Stand,33.0,4.99
1626-1,Basic,Seasonal,Angel,33.0,1.3
10069-1,Seasonal,Christmas,Tree,33.0,2.5
10080-1,Seasonal,Christmas,Angel,33.0,2.49
1271-1,Adventurers,Jungle,Jungle Surprise,33.0,2.0
2222-1,Duplo,,Tunnel Fun,33.0,18.0
2821-1,Duplo,,Dinosaurs Fun Forest,33.0,30.0
2990-1,Duplo,Winnie the Pooh,Tigger's Tree-House,33.0,20.0
3557-1,Sports,Hockey,Blue Player and Goal,33.0,4.0
3558-1,Sports,Hockey,Red Player and Goal,33.0,4.0
3614-1,Explore,Logic,Racing,33.0,25.0
3612-1,Explore,Logic,Wild Animals,33.0,20.0
7422-1,Adventurers,Orient Expedition,Red Eagle,33.0,4.0
7310-1,Space,Life On Mars,Mono Jet,33.0,4.0
8500-1,Technic,Slizer,Torch,33.0,6.0
8534-1,Bionicle,Toa Mata,Tahu,33.0,7.0
8536-1,Bionicle,Toa Mata,Kopaka,33.0,7.0
6314-1,Town,Accessories,City People,33.0,7.25
6251-1,Pirates,Accessories,Pirate Minifigures,33.0,6.5
7881-1,Duplo,Pirates,Pirate Ship,33.0,39.99
4157-1,Freestyle,,Trial Size Bag 5+,33.0,1.5
3294-1,Duplo,Bob the Builder,Muck's Recycling Set,33.0,15.0
5416-1,Duplo,,Duplo Brick Box,33.0,19.99
30005-1,Star Wars,Episode VI,Imperial Speeder Bike,33.0,3.99
7736-1,City,Coast Guard,Coast Guard Quad Bike,33.0,4.99
30250-1,Legends of Chima,Promotional,Ewar's Acro Fighter,33.0,3.99
41019-1,Friends,Animals Series 1,Turtle's Little Oasis,33.0,4.99
30201-1,Monster Fighters,Promotional,Ghost,33.0,3.5
30210-1,The Lord of the Rings,The Fellowship of the Ring,Frodo with cooking corner,33.0,3.99
5815-1,Duplo,Cars,Flo's V-8 Cafe,32.0,29.99
30082-1,Ninjago,Pilot Season,Ninja Training,32.0,3.47
30014-1,City,Police,Police Helicopter,32.0,4.99
30200-1,Monster Fighters,Promotional,Zombie chauffeur coffin car,32.0,3.5
30151-1,City,Mining,Mining Dozer,32.0,3.99
60011-1,City,Coast Guard,Surfer Rescue,32.0,6.99
9555-1,Ninjago,Booster pack,Mezmo,32.0,4.99
30018-1,City,Forest Police,Police Microlight,32.0,3.99
30103-1,Friends,Promotional,Car,32.0,3.97
5633-1,Duplo,LEGO Ville,Polar Zoo,32.0,29.99
1965-1,Basic,,"Building Set, Trial Size Offer",32.0,1.5
7843-1,Duplo,Airport,Plane,32.0,39.99
5503-1,Duplo,,Duplo Dog,32.0,10.0
9137-1,Dacta,Duplo,Farm Animals Set,32.0,30.25
5552-1,Duplo,Thomas & Friends,James at Knapford Station,32.0,20.0
6252-1,Pirates,Accessories,Sea Mates,32.0,7.25
6125-1,Aquazone,Aquanauts,Sea Sprint 9,32.0,4.0
6301-1,Town,Accessories,Town Mini-Figures,32.0,5.5
6506-1,Town,Police,Precinct Cruiser,32.0,2.0
6452-1,Town,Space Port,Mini Rocket Launcher,32.0,3.0
5157-1,Service Packs,,Town and Space Tools,32.0,3.5
5132-1,Service Packs,,"Wheels, Bearings and Suspension",32.0,3.5
8514-1,Technic,Robo Riders,Power,32.0,6.0
8614-1,Bionicle,Vahki,Nuurakh,32.0,9.0
8615-1,Bionicle,Vahki,Bordakh,32.0,9.0
8616-1,Bionicle,Vahki,Vorzakh,32.0,9.0
8617-1,Bionicle,Vahki,Zadakh,32.0,9.0
8618-1,Bionicle,Vahki,Rorzakh,32.0,9.0
8619-1,Bionicle,Vahki,Keerakh,32.0,9.0
8658-1,Racers,Tiny Turbos,Big Bling Wheelie,32.0,4.0
5504-1,Duplo,,Duplo Airplane,32.0,10.0
6817-1,Space,Insectoids,Beta Buzzer / Mosquito,32.0,4.0
6965-1,Star Wars,Mini Building Set,TIE Interceptor,32.0,5.0
7501-1,Clikits,,Bangle Minis,32.0,4.0
3654-1,Fabuland,,Lisa Lamb's House,32.0,10.0
3656-1,Explore,Together,Police Action,32.0,40.0
2987-1,Duplo,Winnie the Pooh,Welcome to the Hundred Acre Wood,32.0,30.0
3095-1,Duplo,,Wildlife Park,32.0,40.0
3340-1,Star Wars,Minifig Pack,"Star Wars #1 - Emperor Palpatine, Darth Maul and Darth Vader",32.0,5.0
4621-1,Jack Stone,,Red Flash Station,32.0,10.0
4790-1,Alpha Team,Mission Deep Sea,Alpha Team Robot Diver,32.0,4.0
2955-1,Duplo,Dolls,Sarah,32.0,30.0
2833-1,Duplo,Little Forest Friends,"Lila, the Big Bluebell",32.0,20.0
1247-1,Town,City,Patrol Car,32.0,1.7
40064-1,Promotional,Monthly Mini Model Build,Lamb,32.0,0.0
40072-1,Promotional,Monthly Mini Model Build,Rocking Horse,32.0,0.0
41024-1,Friends,Animals Series 3,Parrot's Perch,32.0,4.99
850888-1,Castle,,Castle Knights Accessory Set,32.0,14.99
30264-1,Legends of Chima,Promotional,Frax' Phoenix Flyer,32.0,3.99
10583-1,Duplo,Forest Animals,Forest: Fishing Trip,32.0,24.99
10839-1,Duplo,,Shooting Gallery,32.0,24.99
30453-1,Marvel Super Heroes,Captain Marvel,Captain Marvel and Nick Fury,32.0,4.99
40376-1,Xtra,Accessories,Botanical Accessories,32.0,3.99
40368-1,Xtra,Accessories,Xmas Accessories,32.0,3.99
30460-1,The LEGO Movie 2,Promotional,Rex's Plantimal Ambush,32.0,3.99
70688-1,Ninjago,Spinjitzu Ninja Training,Kai's Spinjitzu Ninja Training,32.0,9.99
70689-1,Ninjago,Spinjitzu Ninja Training,Lloyd's Spinjitzu Ninja Training,32.0,9.99
10972-1,Duplo,,Wild Animals of the Ocean,32.0,19.99
10418-1,Duplo,Frozen II,Elsa & Bruni in the Enchanted Forest,31.0,29.99
10986-1,Duplo,,Family House on Wheels,31.0,19.99
11995-1,HERO Factory,Miscellaneous,HERO Recon Team,31.0,12.99
81001-1,FORMA,,Shark Skin,31.0,14.99
853778-1,Friends,Miscellaneous,Stephanie's Pool Pod,31.0,8.99
10857-1,Duplo,Cars 3,Piston Cup Race,31.0,29.99
853651-1,The LEGO Batman Movie,Miscellaneous,The LEGO Batman Movie Accessory Set,31.0,12.99
30265-1,Legends of Chima,Promotional,Worriz' Fire Bike,31.0,4.69
30115-1,Friends,Jungle Rescue,Jungle Boat,31.0,4.99
30216-1,The Hobbit,The Desolation of Smaug,Lake-town Guard,31.0,4.99
40068-1,Promotional,Monthly Mini Model Build,Flamingo,31.0,0.0
1411-1,Studios,Promotional,Pirates Treasure Hunt,31.0,0.0
10049-1,Bulk Bricks,,Large Wheels and Axles,31.0,6.0
10166-1,Seasonal,Christmas,Elf Girl,31.0,2.5
2916-1,Action Wheelers,,MyBot,31.0,50.0
2791-1,Duplo,,Playground,31.0,22.0
2400-1,Duplo,,Cute Building Vehicles,31.0,15.0
4805-1,Castle,Ninja,Ninja Knights,31.0,6.0
4309-1,Racers,Drome Racers,Blue Racer,31.0,1.0
3200-1,Scala,Dolls,Beauty Studio,31.0,16.5
7002-1,Dinosaurs,,Baby Brachiosaurus,31.0,3.0
5165-1,Service Packs,,"Hinges, Couplings and Tilting Bearings",31.0,3.0
5125-1,Service Packs,Town,Space Port Accessories (Launch Command Accessories),31.0,3.0
5837-1,Belville,,Flora's Bubbling Bath,31.0,7.0
5944-1,Belville,,Cat Show,31.0,6.0
5393-1,Service Packs,,Headgear (Hats and Hair),31.0,3.0
5314-1,Service Packs,Town,Town / Res-Q Equipment,31.0,3.0
6458-1,Town,Space Port,Satellite with Astronaut,31.0,3.0
6513-1,Town,Boats,Glade Runner,31.0,3.25
8956-1,Power Miners,,Stone Chopper,31.0,5.99
9641-1,Education,,Pneumatics Add-On Set,31.0,55.0
5611-1,City,General,Public Works,31.0,3.49
4624-1,Duplo,,Brick Box Green,31.0,14.99
30213-1,The Hobbit,An Unexpected Journey,Gandalf at Dol Guldur,31.0,4.99
10558-1,Duplo,Trains,Number Train,31.0,19.99
41018-1,Friends,Animals Series 1,Cat's Playground,31.0,4.99
LOTRSWORD-1,The Lord of the Rings,Promotional,Sword,31.0,6.0
2145-1,HERO Factory,Savage Planet,Stormer 3.0,31.0,7.99
5931-1,Duplo,,My First LEGO DUPLO Set,31.0,14.99
2067-1,HERO Factory,Ordeal of Fire,Evo 2.0,31.0,7.99
2068-1,HERO Factory,Ordeal of Fire,Nex 2.0,31.0,7.99
2063-1,HERO Factory,Ordeal of Fire,Stormer 2.0,31.0,7.99
853301-1,Space,Alien Conquest,Alien Conquest Battle Pack,31.0,14.99
30010-1,City,Fire,Fire Chief,31.0,2.99
30062-1,Castle,Kingdoms,Target Practice,31.0,3.99
853219-1,Pirates of the Caribbean,Miscellaneous,Pirates of the Caribbean Battle Pack,30.0,14.99
2065-1,HERO Factory,Ordeal of Fire,Furno 2.0,30.0,7.99
2143-1,HERO Factory,Savage Planet,Rocka 3.0,30.0,7.99
2141-1,HERO Factory,Ordeal of Fire,Surge 2.0,30.0,7.99
2182-1,HERO Factory,Savage Planet,Bulk 3.0,30.0,7.99
2183-1,HERO Factory,Savage Planet,Stringer 3.0,30.0,7.99
10516-1,Duplo,Disney Princess,Ariel's Magical Boat Ride,30.0,14.99
853344-1,Seasonal,Christmas,Holiday Bauble with Red Bricks,30.0,7.99
4623-1,Duplo,,Pink Brick Box,30.0,14.99
30002-1,City,Police,Police Boat,30.0,2.99
300-2,Samsonite,Jumbo Bricks,Jumbo Bricks,30.0,4.95
7844-1,Duplo,Airport,Airport Rescue Truck,30.0,14.99
4961-1,Duplo,LEGO Ville,Fun Zoo,30.0,15.99
4232-1,Freestyle,,Trial Size Bag 3+,30.0,2.0
9031-1,Education,,Vehicles Set,30.0,91.0
6031-1,Castle,Fright Knights,Fright Force,30.0,6.0
6555-1,Town,Divers,Sea Hunter,30.0,4.5
6471-1,Town,City,4WD Police Patrol,30.0,5.0
6439-1,Town,City,Mini Dumper,30.0,3.0
